y_prob_dupl	y_gt
[0.0032659032882755845]	1
[0.69684895628428911]	1
[0.0010203126630435877]	0
[0.14052279123665834]	1
[0.0027197103573203263]	0
[0.15111103468988263]	1
[0.042191870779198726]	0
[0.30319485297083981]	1
[0.32037097929022518]	1
[0.35246609733032452]	0
[0.34962517858287967]	1
[0.73296882730768498]	1
[0.024167890781038537]	0
[0.11751941343837558]	0
[0.15882949639930533]	0
[0.027940680023104125]	0
[0.027061932865392935]	0
[0.014560853642379579]	0
[0.63744972369456288]	1
[0.0024646804919972176]	0
[0.30029799998536166]	1
[0.0083192095836913671]	0
[0.0031030969686233201]	1
[0.050465970076776001]	1
[0.37921205824462234]	1
[0.58163370780084245]	1
[0.21350272010983529]	1
[0.45811838494201418]	1
[0.070320661058430267]	0
[0.41836571604382589]	0
[0.83525925447427984]	1
[0.079431726888411713]	0
[0.12769143689488172]	0
[0.017732500330233436]	1
[0.69715533726643442]	1
[0.45123367576676232]	1
[0.0020265384737796488]	0
[0.20956655879283415]	1
[0.28291849301256533]	1
[0.025736322942467638]	0
[0.38742706639703184]	0
[0.24845564021880628]	1
[0.0013607470121782539]	0
[0.023873440525525869]	0
[0.0033160023284688478]	0
[0.11257613554860879]	0
[0.003301290254664635]	0
[0.12357233589445704]	0
[0.36866370928826941]	1
[0.0018843294875641181]	0
[0.014638033990923227]	0
[0.38958309796570367]	1
[0.0011933036039224465]	0
[0.071496673212615658]	0
[0.031202036710713976]	0
[0.37543748207068428]	1
[0.065083090473604166]	1
[0.22168566590758787]	0
[0.66828494375422609]	1
[0.0019113465809030838]	0
[0.13668139666585488]	1
[0.0024441031113603406]	1
[0.00098496092103050881]	0
[0.34300677781026367]	1
[0.3441571741869337]	1
[0.9998691368384961]	1
[0.055683920973793821]	0
[0.00096360661215155741]	0
[0.89651672159868312]	1
[0.75612052599868795]	1
[0.15399105826416537]	0
[0.13204969613061945]	0
[0.15873879737751473]	1
[0.0021161111280312284]	1
[0.0017894273614735834]	0
[0.242987520882465]	1
[0.18219983612753743]	1
[0.99240636308796337]	1
[0.98482220979588697]	1
[0.36232009215416616]	0
[0.0018118745893339616]	0
[0.0020943630691292459]	1
[0.0039974521750332226]	0
[0.27915975965875517]	1
[0.99992239964844565]	1
[0.58027548545560637]	1
[0.99402642129999053]	1
[0.0020715143322818097]	0
[0.015750175632979091]	0
[0.0031798700519160006]	0
[0.0014633596439648233]	0
[0.11945006544687597]	0
[0.69505056987972968]	1
[0.76970044294719131]	1
[0.94350583955110279]	1
[0.99999999671829454]	1
[0.19914001520689817]	0
[0.0010755927968916223]	0
[0.0023276305375964368]	0
[0.0038963643149487748]	0
[0.65770766119634272]	1
[0.0025472252567829701]	0
[0.046578798877042749]	1
[0.045815634652252246]	1
[0.39236343087631065]	1
[0.0040686698204865923]	0
[0.38275251693356616]	1
[0.20991747524030835]	0
[0.60684127884932526]	1
[0.022270793150373835]	0
[0.14552777497564584]	0
[0.46108784014253323]	1
[0.1207429613676454]	0
[0.015325000244795217]	0
[0.0012674275638721033]	1
[0.0022879410026794833]	0
[0.71146224466164654]	1
[0.0022498052100914379]	1
[0.46815042627256176]	1
[0.37706463700109571]	1
[0.047534801355286538]	0
[0.60445619978545595]	1
[0.72336916939961526]	1
[0.58042819321723371]	1
[0.10067215782941241]	0
[0.001681245174580237]	0
[0.022267809645340586]	1
[0.2294756317281671]	1
[0.38165463196235572]	1
[0.16837107896544479]	1
[0.027984461163310215]	0
[0.0017008224214142276]	0
[0.0027696012504614398]	0
[0.0089452518943820003]	0
[0.21233312694065754]	1
[0.80400455232673673]	1
[0.25409006862826811]	1
[0.0024363637177493569]	0
[0.0024035367630089732]	0
[0.0020696090647767118]	0
[0.53692474889527297]	1
[0.0014065311654946067]	0
[0.32178981065407219]	1
[0.0027392816641275131]	0
[0.0016697623819194041]	0
[0.0036695474666800232]	0
[0.037534286796642835]	0
[0.50885912553933521]	1
[0.12170960697962163]	0
[0.99172346598747974]	1
[0.70312113221606132]	1
[0.10773189079407963]	1
[0.68818050303028322]	1
[0.16116109894032071]	1
[0.0017656099636012001]	0
[0.70259635461844439]	1
[0.036380937914224698]	1
[0.0028605829941181771]	0
[0.041169350457002762]	0
[0.0016075762037793817]	0
[0.0015462758993417536]	0
[0.0824792908721379]	0
[0.83396327954746441]	1
[0.0050024001372348526]	0
[0.20252656914292799]	1
[0.37105505275209483]	1
[0.22612996064245394]	1
[0.0023251451567120052]	0
[0.0021766924493408224]	0
[0.25768625314123361]	1
[0.57772030932605156]	1
[0.54925032058684453]	1
[0.5527823150197313]	1
[0.57148977656176969]	1
[0.0029058169545533863]	0
[0.51654769429677194]	1
[0.0018715293355474616]	0
[0.92423529189503451]	1
[0.028772793137898711]	1
[0.11355605692723081]	1
[0.0013766838633081369]	1
[0.48929984069853405]	1
[0.19672578931046591]	1
[0.03963429097682758]	1
[0.4261143843277726]	1
[0.22678193502021315]	1
[0.55737203748325415]	1
[0.11156152025165844]	0
[0.30170262121367863]	0
[0.38967922901058083]	1
[0.037706214370963664]	0
[0.098303787081093552]	0
[0.036178129066353537]	1
[0.059920313658534563]	0
[0.044958246739852159]	0
[0.67960810567232588]	1
[0.74209656144989056]	1
[0.026290497882365926]	1
[0.42171811573179419]	1
[0.0020483189315463335]	0
[0.040403598885919156]	0
[0.75928658540059946]	1
[0.14315705021341718]	1
[0.0030414770293855087]	0
[0.55536710056951533]	1
[0.0020274335880421379]	0
[0.0020064137752150435]	0
[0.0015171969474084834]	1
[0.53759645470281148]	1
[0.0015894427447981085]	0
[0.066873697051097025]	0
[0.36788660862286549]	1
[0.0010339257144229563]	0
[0.033475529425892603]	0
[0.65175119911854562]	1
[0.039734036491967162]	0
[0.016624455027090201]	0
[0.14417795556710356]	0
[0.52570676616248568]	1
[0.46217023705709614]	0
[0.40903303446853201]	1
[0.025964104157222057]	0
[0.0076959132176189771]	0
[0.0021289312995522724]	0
[0.02441300608365693]	0
[0.1701551866799379]	1
[0.071220854072053696]	0
[0.24437598378589909]	1
[0.0014636154128856438]	0
[0.012424334398294823]	0
[0.0026074765320839299]	0
[0.37713614906278248]	1
[0.0018623717298873466]	0
[0.71795851466266702]	1
[0.047113983874811471]	0
[0.20028446330130467]	1
[0.76697246766449756]	1
[0.03581442486944908]	0
[0.052637186547793924]	0
[0.45275666594727659]	1
[0.22187254766033337]	1
[0.74385471551985693]	1
[0.89415195288629035]	1
[0.062338645157488326]	0
[0.40601678428667554]	1
[0.47035994538118686]	1
[0.0019639106120170613]	0
[0.0020725568856235776]	0
[0.0031576378462832011]	0
[0.083084438700832042]	0
[0.0032672472277673892]	0
[0.00085707462430884007]	0
[0.022960446081474517]	0
[0.0098330917776614513]	0
[0.99999945393188039]	1
[0.0026148368537571853]	0
[0.20147211735235826]	1
[0.0014968006361236741]	0
[0.2196879029951353]	1
[0.014060523101519729]	0
[0.48631802969483684]	1
[0.00087854253003827321]	0
[0.0018579843169358456]	0
[0.0020800479740049616]	0
[0.25984780841043353]	1
[0.064488027060852771]	0
[0.34309341381031444]	1
[0.31154606409474139]	1
[0.20243843878087842]	1
[0.80819561158115405]	1
[0.10468299445938889]	0
[0.046194609971234368]	0
[0.99999827606900205]	1
[0.14526808933910207]	0
[0.0016887074114154688]	0
[0.0025428749197503597]	1
[0.10228867008952947]	0
[0.68269929328982104]	1
[0.30057459225778738]	0
[0.016137481120301111]	1
[0.20935681301847808]	1
[0.49561204256787406]	1
[0.064336176970302139]	0
[0.18111059069416624]	1
[0.58141219587059845]	1
[0.0089559208482966612]	0
[0.0023788986580500771]	0
[0.012666090595810586]	0
[0.60490403055300512]	1
[0.86386489833950175]	1
[0.48826626200055356]	0
[0.74453205629268282]	1
[0.0020675508808434273]	0
[0.31935479226658781]	1
[0.0060463253894240676]	0
[0.68183555527204953]	1
[0.018281959505691669]	0
[0.0026190377993775549]	0
[0.62349183292648125]	1
[0.12213154101120316]	0
[0.0030873611598672968]	1
[0.70560241768491694]	1
[0.14525200543194483]	1
[0.0011716135869382915]	0
[0.65575394688938826]	1
[0.032023871254795555]	0
[0.80342493457021324]	1
[0.011601828231093458]	1
[0.017821621169545665]	0
[0.090451587711792847]	1
[0.515647828843809]	1
[0.19880891639616749]	0
[0.03095498302352695]	0
[0.047109162619353162]	0
[0.092628458207165254]	0
[0.069445624948691553]	0
[0.16073533829965359]	1
[0.0012585558740404457]	0
[0.01821561045125919]	0
[0.055508948344186293]	0
[0.0015265689275066885]	0
[0.0022546941435007684]	0
[0.030544784798292257]	1
[0.26942841542369667]	1
[0.99998213628350741]	1
[0.65960730294262226]	1
[0.34230263013765372]	1
[0.0025616282648549538]	1
[0.036138697072295445]	0
[0.36573362951970756]	1
[0.59393680184977715]	1
[0.40814148198801903]	1
[0.46351401833176187]	1
[0.47771143749899514]	1
[0.014583298532455768]	1
[0.0014792563849554963]	0
[0.37775403608113134]	1
[0.13901725769448492]	1
[0.76072082847601175]	1
[0.36973487107645608]	1
[0.63351318201714746]	1
[0.23675516372673999]	1
[0.048099649237231645]	0
[0.11458630112022683]	0
[0.99995760120526922]	1
[0.050109681873171663]	0
[0.64548557254826211]	1
[0.030286270212683264]	0
[0.54722410113692788]	1
[0.0024337965703979947]	0
[0.0021139382584095534]	0
[0.061298107453059969]	0
[0.62077611124984167]	1
[0.99999753620255083]	1
[0.12464062102906448]	1
[0.002084810552227534]	0
[0.026021657043258428]	0
[0.0096930973807661802]	0
[0.56633420476661711]	1
[0.054968231375936538]	0
[0.01134404058237104]	0
[0.067416128857987756]	1
[0.13779285194325919]	1
[0.0030742250947513039]	1
[0.84372247798180866]	1
[0.24656968075161223]	1
[0.018172151470813969]	0
[0.51952037499318338]	1
[0.4467276191450007]	1
[0.027610414796861438]	1
[0.099626250706624675]	1
[0.010686711922339054]	0
[0.098588761935218816]	1
[0.0021913043580621405]	0
[0.54334387658884564]	1
[0.020032172104462398]	0
[0.11894497554777228]	1
[0.30952709120058364]	0
[0.043980992784522943]	0
[0.017687519783379901]	1
[0.0065700511882779145]	0
[0.027505662869308778]	1
[0.0018568772752088902]	1
[0.39650687482029978]	1
[0.39326248908495876]	1
[0.30861010055332838]	1
[0.03566452639612272]	0
[0.0014400878037172937]	1
[0.16743356643619633]	0
[0.77146603289292492]	1
[0.014531213813938293]	0
[0.0047623233479914262]	0
[0.096128846348955799]	0
[0.75896688095679221]	1
[0.057342585756163911]	1
[0.0020273658419570628]	0
[0.0034750815016372227]	0
[0.001644802564472414]	0
[0.074076247673253715]	0
[0.67526439385840253]	1
[0.0027263524738087019]	0
[0.27848522966747224]	1
[0.22791207197958596]	1
[0.1076591040443784]	0
[0.99999863485230089]	1
[0.0021832235099809028]	0
[0.42790799931689905]	1
[0.050545012313639504]	1
[0.055051154561693405]	1
[0.0015001118862058016]	0
[0.544032632526531]	1
[0.62497765345999179]	1
[0.037244358385713716]	0
[0.99999996148848369]	1
[0.57819458433376847]	1
[0.99999975990721146]	1
[0.0014749096890112057]	0
[0.077392537245970283]	0
[0.05675760578905964]	0
[0.0027490917680063065]	0
[0.076278643880779429]	0
[0.31754664322282067]	1
[0.0016770506185089795]	1
[0.15166328546450669]	1
[0.22199265659665879]	0
[0.25785665417551573]	1
[0.75639923886211713]	1
[0.5405708538277737]	1
[0.0036183006832837261]	0
[0.35354710997936523]	1
[0.79734453361895707]	1
[0.34796374188566748]	1
[0.0011183230687977774]	1
[0.0044708992869557651]	0
[0.75605789001096613]	1
[0.4418221234554105]	1
[0.041067993714932527]	1
[0.5940867395797591]	1
[0.31502633863859675]	1
[0.026576417987458689]	0
[0.69751231615583897]	1
[0.087038023565177536]	0
[0.32616481016853016]	1
[0.066696457895002115]	1
[0.6561442970409106]	1
[0.0017303544133109305]	1
[0.033069593164383959]	1
[0.3442051417817853]	1
[0.16546895435217024]	1
[0.0030280905762722909]	0
[0.60072517383597046]	1
[0.050860083640556497]	1
[0.19423056444534259]	0
[0.002558312236774718]	0
[0.024069165911881463]	0
[0.14050392708586579]	1
[0.28968598077860297]	1
[0.0015356100327290623]	0
[0.0072093090969445051]	0
[0.9128957122816963]	1
[0.043094378915357834]	0
[0.69846705323507197]	1
[0.31039947255371347]	1
[0.92120156494403227]	1
[0.011802944957140182]	0
[0.060367425506569372]	0
[0.002379839426197683]	0
[0.0048498789954786181]	0
[0.58881312555526344]	1
[0.37875149618662984]	1
[0.10468784149252164]	0
[0.019627464519638704]	0
[0.0023092219461374741]	0
[0.55604756991295512]	1
[0.77610013418061652]	1
[0.10076869182212955]	1
[0.38596533998819327]	1
[0.0021446776865344797]	0
[0.35302868961900491]	1
[0.029365032578207995]	0
[0.0095706373188731986]	0
[0.76120978204343503]	1
[0.28959343787071368]	1
[0.31607755231949952]	1
[0.036102708147201179]	1
[0.017208391246750887]	0
[0.082424559169919198]	0
[0.0011334410706210774]	0
[0.8104542412214043]	1
[0.38377874357871211]	1
[0.040183751638010357]	0
[0.0085086874622231079]	0
[0.0025239870967770361]	1
[0.28841985114566704]	1
[0.11839882755505704]	0
[0.05940964725520359]	1
[0.27253683606903667]	1
[0.2688826163874839]	0
[0.35340757831383329]	1
[0.045801683578058472]	1
[0.10518561797670578]	0
[0.020437185626741461]	0
[0.002465013619192713]	0
[0.14897450804898249]	1
[0.55553005659165811]	1
[0.55561693462545014]	1
[0.19352027169996144]	1
[0.06111710787470126]	0
[0.0026350924667492004]	0
[0.0013200918114872895]	0
[0.021416881316720038]	1
[0.1128252232665925]	1
[0.16421089183576132]	0
[0.0033804258920396846]	0
[0.0017267016102425758]	0
[0.0011896180072498153]	0
[0.0019046216989653253]	0
[0.55883332304926625]	1
[0.023762092098081555]	1
[0.064823753249655391]	0
[0.042937566262866933]	0
[0.020492864892310614]	1
[0.0019056724230740452]	1
[0.32626760652836873]	1
[0.0021590878714006223]	0
[0.15921623767927895]	0
[0.39665704782975442]	1
[0.40885418222967229]	1
[0.0011939361961949002]	0
[0.0027193565526398844]	0
[0.70217999153484867]	1
[0.029115101867960513]	0
[0.048425902920308905]	0
[0.0023232045074949026]	0
[0.32955018266661174]	1
[0.0018690008282044035]	0
[0.57595608173725277]	1
[0.14971817527279274]	1
[0.087443895091151691]	1
[0.5564084471065347]	1
[0.032742385474652691]	0
[0.82068501057312304]	1
[0.28480282081455699]	1
[0.14526735178673755]	1
[0.71340273757429074]	1
[0.017323164137891589]	0
[0.13161374636612289]	0
[0.0028774977843708527]	0
[0.0014140310011913071]	0
[0.9279505877438059]	1
[0.69702612857297519]	1
[0.38842284998982324]	1
[0.019656186618909333]	0
[0.030489661314210492]	0
[0.0027266279067066357]	0
[0.43574574008577049]	1
[0.57014696746888294]	1
[0.77718351272827124]	1
[0.027974402731333448]	0
[0.038326558718177139]	0
[0.0022172005146410267]	0
[0.75970016148210218]	1
[0.018623808726159208]	0
[0.10334942171326278]	0
[0.040717450932396981]	1
[0.0020152093841634411]	0
[0.007818506286476623]	0
[0.056018934007735499]	0
[0.86460777889296037]	1
[0.0022264404362862811]	0
[0.023520168125079288]	0
[0.0013426597028013409]	0
[0.5277934895779165]	1
[0.35223687771490009]	1
[0.3910175161234537]	1
[0.38905338925592492]	1
[0.080070251222345012]	0
[0.20160084058723737]	0
[0.27066050799680608]	1
[0.29384375920040373]	1
[0.44975941155841415]	1
[0.18757993227906578]	0
[0.40225386617250281]	1
[0.77163644157505173]	1
[0.41558730254545817]	1
[0.44307871216374006]	1
[0.99999819381720711]	1
[0.24851410766124271]	1
[0.046636011953853029]	0
[0.0020485187560578266]	0
[0.0028183044595760931]	1
[0.99999776145042241]	1
[0.77816563167499775]	0
[0.017057861170019617]	0
[0.31515646813025688]	1
[0.012236905809765553]	1
[0.66229521894408649]	1
[0.37718604688523527]	1
[0.72063103355508418]	1
[0.0021449439486099786]	0
[0.19314067692339765]	1
[0.88448186916483718]	1
[0.0015200252725542374]	1
[0.10107161933849029]	0
[0.04306948856568904]	0
[0.6850506235529451]	1
[0.26458343204851131]	0
[0.42641295534321189]	1
[0.059547980918100984]	1
[0.0017592220152755633]	0
[0.069505868093802659]	0
[0.02452403557218874]	1
[0.52946968724001964]	1
[0.0060050555819077811]	0
[0.42614977689390288]	1
[0.45405277164898239]	1
[0.1908827601364711]	1
[0.1446481504979501]	0
[0.0030148521668965644]	1
[0.0024799873837152431]	0
[0.53740055924272967]	1
[0.27377961824602903]	0
[0.0033108153775247562]	1
[0.90219849546494635]	1
[0.0016120208256749091]	0
[0.53563546593978795]	1
[0.32358094257360381]	1
[0.47816120906180926]	0
[0.17349804301566873]	1
[0.48070540074307133]	1
[0.57694469640420831]	1
[0.73677448728997308]	1
[0.0015595917067423581]	0
[0.02285605846892047]	0
[0.68788256942523363]	1
[0.97524209670991913]	1
[0.023953554855274284]	1
[0.99999971247856889]	1
[0.33157826355083997]	1
[0.00098940539960290508]	0
[0.12136917153787385]	0
[0.093877058726286711]	0
[0.046436415875049875]	0
[0.25165271656032284]	1
[0.3225736252095146]	1
[0.064252013163484056]	0
[0.0021572220666220554]	0
[0.14475865981322156]	0
[0.66039341967779464]	1
[0.0019693510688537641]	1
[0.018206641189551509]	0
[0.0014017921505431463]	0
[0.0020911311328929427]	1
[0.99999280567254456]	1
[0.50059530384896833]	1
[0.63067121763056611]	1
[0.071386026211108788]	0
[0.29380754334237424]	1
[0.0026586914522529481]	0
[0.0018779086673933465]	0
[0.11173810232267301]	0
[0.50974092371220125]	1
[0.45197590623433537]	1
[0.020388543882467913]	0
[0.59877980233891204]	1
[0.0026223812806532854]	0
[0.0013120797457012445]	0
[0.49036869499639368]	1
[0.19054720173883721]	1
[0.0017991845111005045]	0
[0.39364216166927013]	1
[0.0020680419803503769]	0
[0.04382294308716983]	0
[0.044303715625914064]	0
[0.22938905993132708]	1
[0.56094885769566916]	1
[0.054284736409546785]	1
[0.07124778753279859]	0
[0.0012371730074957066]	0
[0.29253141914605496]	1
[0.0019844804218130951]	0
[0.0024847163590092647]	0
[0.44675549332170306]	0
[0.47365903927754038]	1
[0.31218521369838159]	1
[0.99986977675071964]	1
[0.1124170110293532]	1
[0.0042438665260593478]	0
[0.091030176958998066]	0
[0.0020300620250792711]	1
[0.0018620306309256041]	0
[0.0023556045412874704]	0
[0.27868978057332949]	0
[0.0013907556564574097]	0
[0.29359203422214852]	1
[0.6247866303774422]	1
[0.7159159640687095]	1
[0.046579182439639766]	0
[0.033288359428515935]	0
[0.0017161345311396126]	0
[0.049943472589778715]	0
[0.082392516910439362]	0
[0.59972541871962581]	1
[0.48206846831816796]	1
[0.0035129976798691231]	0
[0.0026102590932677305]	0
[0.9929448871420683]	1
[0.03038471452896252]	0
[0.0012266012763771927]	0
[0.58110111389897046]	1
[0.0018526375000823547]	0
[0.011025624868614581]	0
[0.0080024497470462252]	0
[0.70984870471108874]	1
[0.0031816758704028558]	0
[0.32001663198715047]	0
[0.006052479079763029]	0
[0.30868882480750681]	1
[0.19686212901260391]	0
[0.56245965605576675]	1
[0.1264280021126768]	0
[0.7191079098139197]	1
[0.030109698058140344]	0
[0.65415095736731133]	1
[0.37525891641684817]	1
[0.0088577872895392318]	0
[0.0021537462432378307]	0
[0.31028972903224328]	1
[0.0097596572785759728]	0
[0.0009387435180164827]	0
[0.53005443434743527]	1
[0.0021870890986950275]	0
[0.99999932166190408]	1
[0.001322923874194637]	0
[0.020643497224223761]	1
[0.09320637127584197]	0
[0.042913601595422457]	0
[0.090578315951698296]	0
[0.099154342116037464]	0
[0.35698009506214934]	1
[0.27222143136027899]	1
[0.096480215142668801]	1
[0.0017844068198192842]	0
[0.015463698850234686]	0
[0.19939914117649127]	1
[0.070085723523425236]	0
[0.618127169225266]	1
[0.18777553460612861]	0
[0.0023219106642690113]	1
[0.0014809666359816287]	1
[0.62299099523542556]	1
[0.0013286546392167198]	0
[0.00093180933096037588]	0
[0.0021528491318308918]	0
[0.59416759467969515]	1
[0.0031184724518896756]	0
[0.035617230163229929]	0
[0.13447816707299731]	1
[0.65660399238094425]	1
[0.0039486498633191092]	0
[0.25568139395472511]	1
[0.0011082853730048914]	1
[0.24049502887741903]	1
[0.014663958435030211]	0
[0.19032300761268273]	1
[0.023313215850802704]	0
[0.001682899479513833]	0
[0.16418220822128871]	1
[0.001691650419839652]	0
[0.33119088229405358]	1
[0.57267764622844253]	1
[0.77542724870882584]	1
[0.10419650106052547]	0
[0.0015609383333493598]	0
[0.48992509977886578]	1
[0.17205306067553816]	0
[0.035561655092661626]	1
[0.0020134174500416879]	0
[0.84665087784107484]	1
[0.60399786331862249]	1
[0.0021906374924887118]	0
[0.45539412868739593]	1
[0.0097542473021763332]	0
[0.95956118930017753]	1
[0.19698001438272938]	1
[0.14538463219747699]	1
[0.62507137127529799]	1
[0.60649378578444013]	1
[0.20090534003792271]	1
[0.0021245821518116603]	0
[0.0015187947103828536]	0
[0.0032822488708396103]	0
[0.0020807034626624255]	0
[0.0025199016701976662]	0
[0.0028623385313975014]	0
[0.080428366045741551]	0
[0.5811516548391007]	1
[0.013062721239495478]	0
[0.11049324149600126]	1
[0.014210306027230279]	0
[0.0023291311130065884]	0
[0.019000605143210225]	1
[0.09755197082126088]	0
[0.0029122156917696929]	1
[0.052668079087016761]	0
[0.0017881122937332128]	0
[0.063593281940884205]	0
[0.0017162769453926696]	0
[0.76224084458935581]	1
[0.017926482354341911]	0
[0.33551403494138943]	1
[0.67824862599134594]	1
[0.42462325917339916]	1
[0.53605980662623298]	1
[0.073629545742778468]	0
[0.0028776270685325622]	0
[0.0027557345422649648]	0
[0.0020000981320241751]	0
[0.43919756636648588]	0
[0.0026319628233243408]	0
[0.53753700619094458]	1
[0.0036505912647160077]	1
[0.41215291496797224]	1
[0.0029687974302778919]	0
[0.0032645149375335469]	0
[0.46428142971868214]	1
[0.0092623643001065181]	1
[0.1205179735528874]	1
[0.13324919825285753]	0
[0.23221763898018977]	0
[0.0019106624890291579]	0
[0.94851092786319358]	1
[0.0017404777239788949]	0
[0.055151461871023377]	0
[0.54455171541622016]	1
[0.10242453620535941]	0
[0.70449224381963926]	1
[0.98895136809243445]	1
[0.17903868362821085]	1
[0.0020436028636532377]	0
[0.92212503622090625]	1
[0.68858012505740207]	1
[0.0031685729137829188]	0
[0.024011287645472335]	0
[0.62573151021711981]	1
[0.0026859247931321217]	0
[0.026317091416927174]	0
[0.054779816352042987]	0
[0.0011945147942786782]	0
[0.88602567643129237]	1
[0.16202043360655127]	0
[0.0037359533104291964]	0
[0.0021231357128697059]	0
[0.092454085448172241]	0
[0.002280227655192979]	0
[0.74393157276691502]	1
[0.0016478548383186409]	1
[0.69802990363396555]	1
[0.0015989479616544955]	1
[0.0017169163607919646]	0
[0.20996534566020908]	1
[0.0068600032099703778]	0
[0.26518386062382981]	1
[0.58154494401569323]	1
[0.41611774152536651]	1
[0.49073108195248283]	1
[0.42360562394381129]	0
[0.075566820706798099]	0
[0.0029466971679796838]	0
[0.16933806493485337]	1
[0.2746975062568332]	1
[0.45235123127077426]	1
[0.0026316791382979821]	0
[0.28230728984257514]	1
[0.21044602892430186]	1
[0.51580559452470864]	1
[0.60601923109929912]	1
[0.1120496251607852]	1
[0.0026195287911291443]	1
[0.075850487285928581]	0
[0.00093219252229803651]	0
[0.027730386920370553]	1
[0.11817257943970283]	0
[0.76372486211967827]	1
[0.030259283111278346]	1
[0.0025360627447722495]	0
[0.76696152378366145]	1
[0.001107209003716414]	0
[0.064477675781549615]	1
[0.015127954309585134]	1
[0.68572079718075341]	1
[0.0047606020334096666]	0
[0.086574288231400121]	0
[0.30449916177873049]	1
[0.99999903933022749]	1
[0.99998096114816204]	1
[0.064080884424144946]	0
[0.83385199544081978]	1
[0.1640871774174415]	0
[0.89293779022386266]	1
[0.0016910862195564924]	0
[0.25210576620747549]	1
[0.2408895195932429]	1
[0.0010135912639747113]	1
[0.67770759283171078]	1
[0.11655414619697446]	1
[0.97443343414131822]	1
[0.052518487581215467]	0
[0.034826947525901542]	0
[0.036128013065896525]	1
[0.065798478516736703]	0
[0.40191642996188093]	1
[0.0046142652724016076]	0
[0.32316551123305348]	1
[0.012575468997145012]	0
[0.0014278360839803383]	0
[0.013495292799014624]	0
[0.25792977033556452]	1
[0.11158036191062115]	0
[0.0013025430912577685]	0
[0.39213160528242574]	1
[0.062383107295794327]	1
[0.01491319449782591]	0
[0.020325977654644056]	0
[0.78909895474655678]	1
[0.0378551975884176]	0
[0.78693900217533674]	1
